"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPSERVSOC","Esito","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2014","2014",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2019","2019",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2020","2020",9,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2021","2021",10,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2022","2022",14,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2013","2013",7,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2014","2014",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2019","2019",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2020","2020",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2021","2021",7,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2022","2022",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",208,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",49,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2019","2019",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2020","2020",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2021","2021",8,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2022","2022",5,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",156,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",27,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2019","2019",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2020","2020",7,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2021","2021",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2022","2022",10,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",11,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2014","2014",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2019","2019",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2020","2020",9,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2021","2021",11,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2022","2022",15,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",364,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",76,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2019","2019",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2020","2020",9,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2021","2021",11,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2022","2022",15,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",6,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",14,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",7,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2013","2013",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",89,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",14,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",28,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",7,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",117,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",21,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","118_REQUIRED","richiesto intervento del 118","2013","2013",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2013","2013",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2013","2013",2,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",120,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",23,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",41,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",4,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",161,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",32,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","118_REQUIRED","richiesto intervento del 118","2013","2013",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2013","2013",2,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2013","2013",2,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",22,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",8,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",30,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",4,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",3,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",2,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",4,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",24,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",5,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",11,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",35,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",6,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","118_REQUIRED","richiesto intervento del 118","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","112_REQUIRED","richiesto intervento del 112","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","113_REQUIRED","richiesto  intervento 113","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",32,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2014","2014",8,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",14,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",3,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2013","2013",2,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","TOT_EMERG","totale chiamate in emergenza","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","ALL_VAL","chiamate valide","2013","2013",46,,
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","NRP","Non Indicato","ALL_VAL","chiamate valide","2014","2014",11,,
"ITC1","Piemonte","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","118_REQUIRED","richiesto intervento del 118","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","TRANSF_SER","trasferito servizio","2013","2013",7,,
"ITC1","Piemonte","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2013","2013",2,,
"ITC1","Piemonte","USERS","utenti del 1522","NRP","non indicato","NRP","Non Indicato","NOTRANSF_SER","non trasferito servizio","2014","2014",1,,
