"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPSERVSOC","Esito","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2020","2020",1422,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2021","2021",1475,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2022","2022",1408,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","NRP","non indicato","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ALL_VAL","chiamate valide","2013","2013",6,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","112_REQUIRED","richiesto intervento del 112","2014","2014",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","112_REQUIRED","richiesto intervento del 112","2018","2018",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","112_REQUIRED","richiesto intervento del 112","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","113_REQUIRED","richiesto  intervento 113","2013","2013",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","113_REQUIRED","richiesto  intervento 113","2014","2014",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","113_REQUIRED","richiesto  intervento 113","2018","2018",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","113_REQUIRED","richiesto  intervento 113","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","113_REQUIRED","richiesto  intervento 113","2021","2021",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",347,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2014","2014",384,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2015","2015",271,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2016","2016",216,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2017","2017",218,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2018","2018",180,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2019","2019",183,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2020","2020",260,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2021","2021",195,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2022","2022",168,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2013","2013",179,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2014","2014",176,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2015","2015",111,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2016","2016",101,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2017","2017",153,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2018","2018",262,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2019","2019",280,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2020","2020",375,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2021","2021",363,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2022","2022",416,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2013","2013",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2014","2014",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2018","2018",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2021","2021",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2013","2013",526,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2014","2014",560,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2015","2015",382,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2016","2016",317,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2017","2017",371,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2018","2018",442,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2019","2019",463,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2020","2020",635,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2021","2021",558,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2022","2022",584,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2013","2013",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2015","2015",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2016","2016",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2017","2017",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2018","2018",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2019","2019",6,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2013","2013",15,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2014","2014",27,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2015","2015",17,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2016","2016",20,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2017","2017",29,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2018","2018",30,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2019","2019",17,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2020","2020",22,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2021","2021",10,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","112_REQUIRED","richiesto intervento del 112","2022","2022",1,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2013","2013",23,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2014","2014",29,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2015","2015",17,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2016","2016",15,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2017","2017",28,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2018","2018",28,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2019","2019",9,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2020","2020",14,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","113_REQUIRED","richiesto  intervento 113","2021","2021",4,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",3877,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2014","2014",3358,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2015","2015",2686,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2016","2016",2442,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2017","2017",2159,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2018","2018",2699,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2019","2019",2520,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2020","2020",3321,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2021","2021",3408,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TRANSF_SER","trasferito servizio","2022","2022",2798,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2013","2013",944,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2014","2014",805,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2015","2015",614,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2016","2016",536,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2017","2017",657,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2018","2018",1336,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2019","2019",1405,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2020","2020",1602,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2021","2021",1899,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","NOTRANSF_SER","non trasferito servizio","2022","2022",1932,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2013","2013",28,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2014","2014",34,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2015","2015",21,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2016","2016",22,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2017","2017",34,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2018","2018",36,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2019","2019",22,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2020","2020",24,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2021","2021",11,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2022","2022",1,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2013","2013",4821,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2014","2014",4163,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2015","2015",3300,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2016","2016",2978,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2017","2017",2816,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2018","2018",4035,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2019","2019",3925,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2020","2020",4923,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2021","2021",5307,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","IT","Italia","ALL_VAL","chiamate valide","2022","2022",4730,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2013","2013",3,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2015","2015",3,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2016","2016",3,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2017","2017",3,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2018","2018",3,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2019","2019",6,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","118_REQUIRED","richiesto intervento del 118","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2013","2013",15,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2014","2014",30,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2015","2015",17,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2016","2016",20,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2017","2017",29,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2018","2018",32,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2019","2019",17,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2020","2020",23,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2021","2021",10,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","112_REQUIRED","richiesto intervento del 112","2022","2022",1,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2013","2013",24,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2014","2014",32,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2015","2015",17,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2016","2016",15,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2017","2017",28,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2018","2018",30,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2019","2019",9,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2020","2020",15,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","113_REQUIRED","richiesto  intervento 113","2021","2021",5,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",4241,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2014","2014",3744,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2015","2015",2957,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2016","2016",2658,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2017","2017",2377,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2018","2018",2879,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2019","2019",2703,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2020","2020",3581,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2021","2021",3603,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TRANSF_SER","trasferito servizio","2022","2022",2966,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2013","2013",1130,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2014","2014",981,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2015","2015",725,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2016","2016",637,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2017","2017",810,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2018","2018",1598,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2019","2019",1685,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2020","2020",1977,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2021","2021",2262,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","NOTRANSF_SER","non trasferito servizio","2022","2022",2348,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2013","2013",29,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2014","2014",37,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2015","2015",21,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2016","2016",22,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2017","2017",34,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2018","2018",38,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2019","2019",22,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2020","2020",25,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2021","2021",12,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2022","2022",1,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2013","2013",5371,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2014","2014",4725,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2015","2015",3682,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2016","2016",3295,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2017","2017",3187,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2018","2018",4477,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2019","2019",4388,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2020","2020",5558,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2021","2021",5865,,
"ITE","Centro","USERS","utenti del 1522","T","totale","IT","Italia","ALL_VAL","chiamate valide","2022","2022",5314,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","112_REQUIRED","richiesto intervento del 112","2014","2014",1,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","113_REQUIRED","richiesto  intervento 113","2014","2014",1,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",17,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","TRANSF_SER","trasferito servizio","2014","2014",2,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","NOTRANSF_SER","non trasferito servizio","2013","2013",7,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","TOT_EMERG","totale chiamate in emergenza","2014","2014",1,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ALL_VAL","chiamate valide","2013","2013",24,,
"ITE","Centro","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ALL_VAL","chiamate valide","2014","2014",2,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2013","2013",84,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2014","2014",65,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2015","2015",52,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2016","2016",61,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2017","2017",55,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2018","2018",45,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2019","2019",38,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2020","2020",67,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2021","2021",48,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","TRANSF_SER","trasferito servizio","2022","2022",47,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2013","2013",43,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2014","2014",44,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2015","2015",24,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2016","2016",29,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2017","2017",50,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2018","2018",66,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2019","2019",71,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2020","2020",123,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2021","2021",105,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","NOTRANSF_SER","non trasferito servizio","2022","2022",102,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2013","2013",127,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2014","2014",109,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2015","2015",76,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2016","2016",90,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2017","2017",105,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2018","2018",111,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2019","2019",109,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2020","2020",190,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2021","2021",153,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","IT","Italia","ALL_VAL","chiamate valide","2022","2022",149,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2013","2013",2,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","IT","Italia","118_REQUIRED","richiesto intervento del 118","2018","2018",1,,
