"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","TIPUTENZA2","Tipologia di utenza","SEXISTAT1","Sesso","ISO","Nazionalità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2020","2020",321,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2021","2021",318,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2022","2022",302,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","ALL_VAL","chiamate valide","NRP","non indicato","WORLD","Mondo","2013","2013",8,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","ALL_VAL","chiamate valide","NRP","non indicato","WORLD","Mondo","2014","2014",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","NRP","non indicato","WORLD","Mondo","2013","2013",8,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","NRP","non indicato","WORLD","Mondo","2014","2014",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2013","2013",159,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2014","2014",148,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2015","2015",102,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2016","2016",87,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2017","2017",79,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2018","2018",109,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2019","2019",120,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2020","2020",151,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2021","2021",165,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2022","2022",134,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2013","2013",9,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2014","2014",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2015","2015",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2016","2016",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2017","2017",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2018","2018",9,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2019","2019",9,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2020","2020",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2021","2021",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2022","2022",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2013","2013",24,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2014","2014",36,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2015","2015",23,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2016","2016",14,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2017","2017",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2018","2018",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2019","2019",9,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2020","2020",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2021","2021",28,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2022","2022",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2014","2014",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2015","2015",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2016","2016",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2017","2017",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2018","2018",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2019","2019",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2021","2021",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2013","2013",126,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2014","2014",100,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2015","2015",74,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2016","2016",62,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2017","2017",63,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2018","2018",91,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2019","2019",97,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2020","2020",134,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2021","2021",115,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","M","maschi","WORLD","Mondo","2022","2022",101,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2013","2013",1596,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2014","2014",1162,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2015","2015",864,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2016","2016",794,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2017","2017",683,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2018","2018",992,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2019","2019",1005,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2020","2020",1455,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2021","2021",1502,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2022","2022",1454,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2013","2013",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2014","2014",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2015","2015",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2016","2016",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2017","2017",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2018","2018",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2019","2019",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2020","2020",13,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2021","2021",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","F","femmine","WORLD","Mondo","2022","2022",20,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2013","2013",115,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2014","2014",116,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2015","2015",84,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2016","2016",69,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2017","2017",42,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2018","2018",50,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2019","2019",33,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2020","2020",70,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2021","2021",79,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","F","femmine","WORLD","Mondo","2022","2022",46,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2013","2013",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2014","2014",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2015","2015",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2016","2016",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2017","2017",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2018","2018",20,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2019","2019",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2020","2020",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2021","2021",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","F","femmine","WORLD","Mondo","2022","2022",13,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2013","2013",1454,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2014","2014",1022,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2015","2015",758,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2016","2016",712,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2017","2017",616,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2018","2018",916,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2019","2019",961,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2020","2020",1364,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2021","2021",1403,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","F","femmine","WORLD","Mondo","2022","2022",1375,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2013","2013",1769,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2014","2014",1315,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2015","2015",966,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2016","2016",881,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2017","2017",762,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2018","2018",1101,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2019","2019",1125,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2020","2020",1606,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2021","2021",1667,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2022","2022",1588,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2013","2013",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2014","2014",18,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2015","2015",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2016","2016",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2017","2017",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2018","2018",15,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2019","2019",15,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2020","2020",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2021","2021",29,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OPERATORS","da operatori","T","totale","WORLD","Mondo","2022","2022",37,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2013","2013",139,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2014","2014",152,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2015","2015",107,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2016","2016",83,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2017","2017",53,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2018","2018",57,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2019","2019",42,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2020","2020",81,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2021","2021",107,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","T","totale","WORLD","Mondo","2022","2022",62,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2013","2013",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2014","2014",18,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2015","2015",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2016","2016",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2017","2017",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2018","2018",22,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2019","2019",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2020","2020",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2021","2021",13,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","T","totale","WORLD","Mondo","2022","2022",13,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2013","2013",1594,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2014","2014",1127,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2015","2015",832,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2016","2016",774,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2017","2017",679,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2018","2018",1007,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2019","2019",1058,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2020","2020",1498,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2021","2021",1518,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","T","totale","WORLD","Mondo","2022","2022",1476,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","NRP","non indicato","WORLD","Mondo","2013","2013",14,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","ALL_VAL","chiamate valide","NRP","non indicato","WORLD","Mondo","2014","2014",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","NRP","non indicato","WORLD","Mondo","2013","2013",14,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","USERS_CAL","utenti che chiamano per sè","NRP","non indicato","WORLD","Mondo","2014","2014",5,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2013","2013",613,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2014","2014",595,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2015","2015",399,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2016","2016",326,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2017","2017",382,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2018","2018",454,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2019","2019",478,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2020","2020",649,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2021","2021",574,,
"ITE","Centro","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2022","2022",600,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2013","2013",43,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2014","2014",56,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2015","2015",31,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2016","2016",23,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2017","2017",34,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2018","2018",45,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2019","2019",57,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2020","2020",54,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2021","2021",86,,
"ITE","Centro","USERS","utenti del 1522","OPERATORS","da operatori","M","maschi","WORLD","Mondo","2022","2022",97,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2013","2013",98,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2014","2014",84,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2015","2015",98,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2016","2016",49,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2017","2017",28,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2018","2018",30,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2019","2019",42,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2020","2020",69,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2021","2021",71,,
"ITE","Centro","USERS","utenti del 1522","FRIEND_ACQU","da parenti/amici/conoscenti","M","maschi","WORLD","Mondo","2022","2022",53,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2013","2013",5,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2014","2014",11,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2015","2015",7,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2016","2016",7,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2017","2017",14,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2018","2018",7,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2019","2019",9,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2020","2020",7,,
"ITE","Centro","USERS","utenti del 1522","OTH_VALID","altre chiamate valide","M","maschi","WORLD","Mondo","2021","2021",17,,
