"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","SI_NO","Disabilità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",7,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",7,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",15,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2013","2013",155,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2014","2014",122,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2015","2015",90,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2016","2016",95,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2017","2017",71,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2018","2018",162,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2019","2019",173,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2020","2020",179,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2021","2021",162,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","0","no","2022","2022",128,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2013","2013",22,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2014","2014",4,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2015","2015",4,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2016","2016",4,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2017","2017",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2018","2018",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2019","2019",7,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2020","2020",4,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2021","2021",20,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","1","si","2022","2022",13,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2013","2013",180,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2014","2014",128,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2015","2015",114,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2016","2016",113,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2017","2017",79,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2018","2018",165,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2019","2019",181,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2020","2020",210,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2021","2021",252,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","9","totale","2022","2022",219,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2013","2013",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2014","2014",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2015","2015",20,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2016","2016",14,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2017","2017",5,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2018","2018",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2019","2019",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2020","2020",27,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2021","2021",70,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","2","non indicato ","2022","2022",78,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2013","2013",172,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2014","2014",141,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2015","2015",111,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2016","2016",107,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2017","2017",80,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2018","2018",171,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2019","2019",181,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2020","2020",206,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2021","2021",171,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","0","no","2022","2022",137,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2013","2013",23,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2014","2014",5,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2015","2015",6,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2016","2016",4,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2017","2017",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2018","2018",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2019","2019",8,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2020","2020",8,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2021","2021",35,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","1","si","2022","2022",17,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2013","2013",201,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2014","2014",151,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2015","2015",139,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2016","2016",127,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2017","2017",91,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2018","2018",175,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2019","2019",190,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2020","2020",248,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2021","2021",283,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","9","totale","2022","2022",247,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2013","2013",6,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2014","2014",5,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2015","2015",22,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2016","2016",16,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2017","2017",8,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2018","2018",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2019","2019",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2020","2020",34,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2021","2021",77,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","2","non indicato ","2022","2022",93,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","NRP","non indicato","9","totale","2013","2013",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2013","2013",2,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2013","2013",158,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2014","2014",151,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2015","2015",97,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2016","2016",76,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2017","2017",78,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2018","2018",142,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2019","2019",140,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2020","2020",148,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2021","2021",118,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","0","no","2022","2022",90,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2013","2013",14,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2014","2014",16,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2015","2015",6,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2016","2016",4,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2017","2017",6,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2018","2018",2,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2019","2019",5,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2020","2020",6,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2021","2021",16,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","1","si","2022","2022",2,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2013","2013",187,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2014","2014",170,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2015","2015",119,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2016","2016",92,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2017","2017",93,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2018","2018",149,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2019","2019",152,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2020","2020",192,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2021","2021",213,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","9","totale","2022","2022",179,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2013","2013",15,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2014","2014",3,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2015","2015",16,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2016","2016",12,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",9,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2018","2018",5,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2019","2019",7,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",38,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",79,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",87,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2013","2013",1796,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2014","2014",1392,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2015","2015",953,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2016","2016",762,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2017","2017",826,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2018","2018",1157,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2019","2019",1274,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2020","2020",1284,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2021","2021",1130,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","0","no","2022","2022",1030,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2013","2013",62,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2014","2014",25,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2015","2015",21,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2016","2016",26,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2017","2017",16,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2018","2018",36,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2019","2019",43,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2020","2020",91,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2021","2021",156,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","1","si","2022","2022",71,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2013","2013",1951,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2014","2014",1468,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2015","2015",1086,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2016","2016",867,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2017","2017",904,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2018","2018",1210,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2019","2019",1334,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2020","2020",1632,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2021","2021",1896,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","9","totale","2022","2022",1709,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2013","2013",93,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2014","2014",51,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2015","2015",112,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2016","2016",79,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2017","2017",62,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2018","2018",17,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2019","2019",17,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2020","2020",257,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2021","2021",610,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","2","non indicato ","2022","2022",608,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2013","2013",1966,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2014","2014",1545,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2015","2015",1050,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2016","2016",838,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2017","2017",904,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2018","2018",1299,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2019","2019",1414,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2020","2020",1432,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2021","2021",1248,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","0","no","2022","2022",1120,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2013","2013",76,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2014","2014",41,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2015","2015",27,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2016","2016",30,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2017","2017",22,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2018","2018",38,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2019","2019",48,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2020","2020",97,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2021","2021",172,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","1","si","2022","2022",73,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2013","2013",2159,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2014","2014",1644,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2015","2015",1205,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2016","2016",959,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2017","2017",997,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2018","2018",1359,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2019","2019",1486,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2020","2020",1824,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2021","2021",2109,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","9","totale","2022","2022",1888,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2013","2013",117,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2014","2014",58,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2015","2015",128,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2016","2016",91,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2017","2017",71,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2018","2018",22,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2019","2019",24,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2020","2020",295,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2021","2021",689,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","2","non indicato ","2022","2022",695,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","0","no","2013","2013",12,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","0","no","2014","2014",2,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","9","totale","2013","2013",21,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","9","totale","2014","2014",6,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2013","2013",9,,
"ITD3","Veneto","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2014","2014",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2013","2013",34,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2014","2014",29,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2015","2015",20,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2016","2016",12,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2017","2017",27,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2018","2018",26,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2019","2019",24,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2020","2020",21,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2021","2021",17,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","0","no","2022","2022",14,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2013","2013",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2014","2014",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2017","2017",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2018","2018",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2019","2019",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2021","2021",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","1","si","2022","2022",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2013","2013",39,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2014","2014",33,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2015","2015",22,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2016","2016",14,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2017","2017",31,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2018","2018",30,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2019","2019",27,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2020","2020",23,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2021","2021",29,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","9","totale","2022","2022",29,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2013","2013",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2014","2014",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2015","2015",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2016","2016",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",11,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",12,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2013","2013",369,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2014","2014",274,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2015","2015",212,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2016","2016",191,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2017","2017",176,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2018","2018",281,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2019","2019",244,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2020","2020",244,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2021","2021",174,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","0","no","2022","2022",164,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2013","2013",16,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2014","2014",11,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2015","2015",8,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2016","2016",11,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2017","2017",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2018","2018",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2019","2019",10,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2020","2020",19,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2021","2021",46,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","1","si","2022","2022",14,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2013","2013",408,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2014","2014",295,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2015","2015",240,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2016","2016",224,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2017","2017",190,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2018","2018",291,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2019","2019",256,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2020","2020",316,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2021","2021",318,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","9","totale","2022","2022",298,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","2","non indicato ","2013","2013",23,,
