"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","SI_NO","Disabilità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2013","2013",2705,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2014","2014",2470,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2015","2015",1772,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2016","2016",1363,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2017","2017",1787,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2018","2018",2334,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2019","2019",2184,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2020","2020",2466,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2021","2021",1883,,
"IT","Italia","USERS","utenti del 1522","M","maschi","0","no","2022","2022",1585,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2013","2013",141,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2014","2014",156,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2015","2015",102,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2016","2016",83,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2017","2017",114,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2018","2018",107,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2019","2019",61,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2020","2020",167,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2021","2021",350,,
"IT","Italia","USERS","utenti del 1522","M","maschi","1","si","2022","2022",207,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2013","2013",3206,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2014","2014",2834,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2015","2015",2201,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2016","2016",1690,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2017","2017",2119,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2018","2018",2557,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2019","2019",2342,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2020","2020",3403,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2021","2021",4008,,
"IT","Italia","USERS","utenti del 1522","M","maschi","9","totale","2022","2022",3848,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2013","2013",360,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2014","2014",208,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2015","2015",327,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2016","2016",244,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",218,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2018","2018",116,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2019","2019",97,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",770,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",1775,,
"IT","Italia","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",2056,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2013","2013",25338,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2014","2014",20807,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2015","2015",14948,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2016","2016",13897,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2017","2017",13783,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2018","2018",19753,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2019","2019",18040,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2020","2020",20657,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2021","2021",16615,,
"IT","Italia","USERS","utenti del 1522","F","femmine","0","no","2022","2022",14619,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2013","2013",1115,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2014","2014",481,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2015","2015",357,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2016","2016",429,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2017","2017",343,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2018","2018",398,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2019","2019",443,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2020","2020",1502,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2021","2021",3004,,
"IT","Italia","USERS","utenti del 1522","F","femmine","1","si","2022","2022",1592,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2013","2013",28621,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2014","2014",22211,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2015","2015",17504,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2016","2016",15944,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2017","2017",15497,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2018","2018",20676,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2019","2019",18946,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2020","2020",28276,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2021","2021",32017,,
"IT","Italia","USERS","utenti del 1522","F","femmine","9","totale","2022","2022",28567,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2013","2013",2168,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2014","2014",923,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2015","2015",2199,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2016","2016",1618,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2017","2017",1371,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2018","2018",525,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2019","2019",463,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2020","2020",6117,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2021","2021",12398,,
"IT","Italia","USERS","utenti del 1522","F","femmine","2","non indicato ","2022","2022",12356,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2013","2013",28208,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2014","2014",23296,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2015","2015",16720,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2016","2016",15260,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2017","2017",15570,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2018","2018",22087,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2019","2019",20224,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2020","2020",23123,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2021","2021",18498,,
"IT","Italia","USERS","utenti del 1522","T","totale","0","no","2022","2022",16204,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2013","2013",1259,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2014","2014",638,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2015","2015",459,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2016","2016",512,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2017","2017",457,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2018","2018",505,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2019","2019",504,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2020","2020",1669,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2021","2021",3354,,
"IT","Italia","USERS","utenti del 1522","T","totale","1","si","2022","2022",1799,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2013","2013",32367,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2014","2014",25141,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2015","2015",19706,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2016","2016",17634,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2017","2017",17616,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2018","2018",23233,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2019","2019",21290,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2020","2020",31688,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2021","2021",36036,,
"IT","Italia","USERS","utenti del 1522","T","totale","9","totale","2022","2022",32430,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2013","2013",2900,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2014","2014",1207,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2015","2015",2527,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2016","2016",1862,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2017","2017",1589,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2018","2018",641,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2019","2019",562,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2020","2020",6896,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2021","2021",14184,,
"IT","Italia","USERS","utenti del 1522","T","totale","2","non indicato ","2022","2022",14427,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","0","no","2013","2013",165,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","0","no","2014","2014",19,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","1","si","2013","2013",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","1","si","2014","2014",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2013","2013",540,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2014","2014",96,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2019","2019",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2020","2020",9,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2021","2021",11,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","9","totale","2022","2022",15,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2013","2013",372,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2014","2014",76,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2015","2015",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2019","2019",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2020","2020",9,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2021","2021",11,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2022","2022",15,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2013","2013",516,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2014","2014",530,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2015","2015",348,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2016","2016",349,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2017","2017",396,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2018","2018",448,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2019","2019",477,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2020","2020",528,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2021","2021",352,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","0","no","2022","2022",293,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2013","2013",17,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2014","2014",29,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2015","2015",18,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2016","2016",20,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2017","2017",24,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2018","2018",23,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2019","2019",7,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2020","2020",33,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2021","2021",43,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","1","si","2022","2022",27,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2013","2013",564,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2014","2014",582,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2015","2015",433,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2016","2016",419,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2017","2017",468,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2018","2018",491,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2019","2019",498,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2020","2020",645,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2021","2021",578,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","9","totale","2022","2022",624,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2013","2013",31,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2014","2014",23,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2015","2015",67,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2016","2016",50,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",48,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2018","2018",20,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2019","2019",14,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",84,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",183,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",304,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2013","2013",5731,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2014","2014",5101,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2015","2015",3725,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2016","2016",3736,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2017","2017",3422,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2018","2018",4637,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2019","2019",4372,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2020","2020",4807,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2021","2021",3500,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","0","no","2022","2022",3241,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2013","2013",260,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2014","2014",105,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2015","2015",88,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2016","2016",87,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2017","2017",87,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2018","2018",95,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2019","2019",99,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2020","2020",314,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2021","2021",496,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","1","si","2022","2022",264,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2013","2013",6292,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2014","2014",5373,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2015","2015",4366,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2016","2016",4207,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2017","2017",3769,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2018","2018",4798,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2019","2019",4527,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2020","2020",5979,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2021","2021",5818,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","9","totale","2022","2022",5467,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2013","2013",301,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2014","2014",167,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2015","2015",553,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2016","2016",384,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2017","2017",260,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2018","2018",66,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2019","2019",56,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2020","2020",858,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2021","2021",1822,,
"ITC","Nord-ovest","USERS","utenti del 1522","F","femmine","2","non indicato ","2022","2022",1962,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2013","2013",6285,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2014","2014",5636,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2015","2015",4073,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2016","2016",4085,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2017","2017",3818,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2018","2018",5085,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2019","2019",4849,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2020","2020",5335,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2021","2021",3852,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","0","no","2022","2022",3534,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2013","2013",277,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2014","2014",134,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2015","2015",106,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2016","2016",107,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2017","2017",111,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2018","2018",118,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2019","2019",106,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2020","2020",347,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2021","2021",539,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","1","si","2022","2022",291,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2013","2013",6924,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2014","2014",5964,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2015","2015",4799,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2016","2016",4626,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2017","2017",4237,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2018","2018",5289,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2019","2019",5025,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2020","2020",6624,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2021","2021",6396,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","9","totale","2022","2022",6091,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2013","2013",362,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2014","2014",194,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2015","2015",620,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2016","2016",434,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2017","2017",308,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2018","2018",86,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2019","2019",70,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2020","2020",942,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2021","2021",2005,,
"ITC","Nord-ovest","USERS","utenti del 1522","T","totale","2","non indicato ","2022","2022",2266,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","0","no","2013","2013",38,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","0","no","2014","2014",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","9","totale","2013","2013",68,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","9","totale","2014","2014",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2013","2013",30,,
"ITC","Nord-ovest","USERS","utenti del 1522","NRP","non indicato","2","non indicato ","2014","2014",4,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2013","2013",148,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2014","2014",178,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2015","2015",117,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2016","2016",119,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2017","2017",147,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2018","2018",125,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2019","2019",144,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2020","2020",136,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2021","2021",104,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","0","no","2022","2022",73,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2013","2013",6,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2014","2014",11,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2015","2015",5,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2016","2016",6,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2017","2017",13,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2018","2018",3,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2019","2019",3,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2020","2020",7,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2021","2021",8,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","1","si","2022","2022",7,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2013","2013",158,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2014","2014",197,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2015","2015",149,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2016","2016",144,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2017","2017",176,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2018","2018",136,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2019","2019",150,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2020","2020",171,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2021","2021",165,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","9","totale","2022","2022",163,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2013","2013",4,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2014","2014",8,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2015","2015",27,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2016","2016",19,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2017","2017",16,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2018","2018",8,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2019","2019",3,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2020","2020",28,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2021","2021",53,,
"ITC1","Piemonte","USERS","utenti del 1522","M","maschi","2","non indicato ","2022","2022",83,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2013","2013",1595,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2014","2014",1569,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2015","2015",1165,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2016","2016",1182,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2017","2017",1004,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2018","2018",1376,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2019","2019",1299,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2020","2020",1352,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2021","2021",970,,
"ITC1","Piemonte","USERS","utenti del 1522","F","femmine","0","no","2022","2022",889,,
